SGC,Area Name,Year,Level,Sex,Total,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90+
59,BC,2000,ID,3,4039230,,41441,42529,43366,45364,48078,48601,48797,49726,51090,51444,52481,52183,51543,52513,54002,55389,55829,55199,54782,54124,53641,53032,51869,52438,52549,53094,52495,54001,55374,60563,61632,60575,59446,58867,61896,66363,70191,72070,69513,70695,70844,69321,69788,67995,67097,66993,64875,62816,61064,59795,59656,57318,57571,57965,46287,43845,43942,42503,38943,38014,35330,34037,33191,32073,32060,31018,30062,30511,30068,30335,29302,27919,26880,25927,25053,24143,23697,22205,21828,20458,18771,14992,13383,12399,11779,10718,9406,7760,6463,5312,16733
59,BC,2001,ID,3,4076881,,40637,41978,42887,43752,45689,47967,48861,49107,49965,51213,51860,52749,52622,52324,53060,54786,56337,56711,56481,56230,55188,54539,53533,52303,52766,52742,53248,53006,54460,56157,60828,61826,60945,59872,59339,62227,66578,70411,72008,69904,70713,70810,69545,69714,68138,67285,67016,64931,62814,61098,59924,59438,57452,57495,56997,46938,44082,43817,42342,39166,37921,35354,33893,33045,31997,31823,30876,29961,30197,29742,29839,28849,27422,26378,25396,24377,23470,22898,21483,20859,19467,17691,14260,12522,11449,10914,9467,8354,6793,5713,17660
59,BC,2002,ID,3,4100161,,39767,40821,42054,42922,43702,45714,47979,48995,49233,50232,51496,52405,53461,53330,52907,53412,55062,56461,56954,57929,57292,55960,55028,53684,52379,52586,52360,52889,52813,54459,55936,60613,61555,60830,59743,59195,62201,66632,70556,72188,69823,70502,70604,69296,69569,68003,67232,67027,64880,62837,60967,59818,59352,57320,57434,57263,46831,44160,44041,42508,39230,38033,35332,33814,32964,31879,31637,30611,29657,29901,29286,29364,28290,26890,25707,24689,23644,22678,22094,20557,19896,18396,16681,13293,11570,10549,9834,8328,7276,5893,18986
59,BC,2003,ID,3,4123937,,40390,40116,41020,42142,43080,43811,45857,48121,49180,49503,50677,51924,52986,54183,54080,53498,53849,55138,56621,57957,58428,57885,56201,55126,53638,52257,52384,51983,52650,52865,54464,55740,60384,61328,60712,59581,58995,62167,66693,70718,72350,69788,70474,70425,69056,69428,67875,67180,67023,64820,62733,60813,59726,59335,57168,57368,57515,46717,44231,44236,42614,39271,38079,35299,33718,32911,31761,31430,30379,29282,29565,28849,28854,27662,26248,24989,23937,22879,21852,21131,19639,18887,17399,15655,12319,10685,9635,8755,7231,6241,20188
59,BC,2004,ID,3,4155017,,40161,40852,40459,41310,42458,43403,44140,46191,48368,49533,50016,51311,52518,53669,55007,55059,54243,54247,55502,57583,58182,58501,58308,56615,55305,53883,52184,52528,52113,52979,53190,54604,55570,60347,61408,60801,59717,59200,62403,66974,71100,72747,69857,70436,70441,68898,69436,67883,67159,67027,64740,62669,60634,59629,59333,57026,57279,57760,46601,44326,44371,42647,39239,38120,35269,33631,32841,31616,31197,30123,28950,29188,28318,28263,27001,25590,24272,23157,22075,20997,20194,18660,17796,16310,14603,11314,9686,8714,7697,6153,21202
59,BC,2005,ID,3,4195764,,40545,40821,41303,40877,41688,42857,43950,44540,46618,48829,50156,50763,52045,53220,54496,56018,56217,55146,54752,56608,58141,58378,58598,58646,57072,55644,54072,52623,53085,52672,53589,53690,54876,55810,60733,61721,61229,60154,59662,63008,67548,71838,73432,70152,70718,70637,69047,69606,68091,67329,67171,64786,62695,60502,59556,59355,56868,57184,57973,46415,44329,44456,42619,39161,38081,35175,33448,32654,31388,30875,29721,28489,28699,27768,27602,26294,24827,23488,22298,21123,20069,19260,17618,16732,15237,13492,10268,8752,7753,6619,21714
59,BC,2006,ID,3,4241691,,41378,41123,41498,41614,41494,42162,43378,44547,45166,47247,49436,50979,51524,52655,53900,55428,56950,57390,56048,56204,57322,58510,58528,58514,58674,57262,55938,54404,53245,53914,53330,54140,54193,55317,56542,60780,62086,61698,60719,60494,63618,68076,72163,73553,70845,70938,70718,69399,69718,68391,67594,67152,64937,62860,60589,59676,59266,57084,57169,57301,47110,44702,44475,42457,39373,37965,35240,33390,32508,31208,30452,29311,28206,28115,27248,26797,25447,24122,22667,21389,20222,19142,18202,16547,15584,14008,12326,9345,7876,6865,22614
59,BC,2007,ID,3,4290988,,42391,41935,41636,41947,42125,42016,42808,44071,45290,46061,48440,50874,51920,52255,53251,54132,55505,57084,57318,57282,57152,58336,59496,59305,59338,59406,58215,56798,55322,54219,54780,54364,55066,54942,56160,57307,61826,62870,62506,61391,60943,63969,68275,72431,73816,71049,71494,71146,69710,70099,68538,67681,67129,64785,62620,60419,59556,59251,57039,57195,57505,46945,44536,44296,42210,39054,37721,34897,33137,32143,30819,30049,28796,27560,27446,26534,26041,24580,23214,21737,20438,19198,18096,17051,15377,14370,12761,11126,8311,6855,23900
59,BC,2008,ID,3,4349412,,44088,42967,42436,42065,42492,42675,42660,43557,44751,46061,47149,49470,51546,52489,53055,53867,54593,55653,57156,58808,58044,57875,59382,60843,60774,60596,60475,59543,58348,56700,55541,56044,55605,56351,56088,57257,58336,63185,63828,63520,62276,61602,64511,68753,72809,74300,71314,72094,71546,69992,70366,68667,67744,67072,64617,62412,60297,59431,59162,56988,57169,57648,46739,44277,44043,41912,38652,37393,34549,32790,31717,30393,29567,28240,26859,26751,25731,25260,23682,22220,20754,19412,18066,16967,15883,14124,13116,11513,9845,7255,25059
59,BC,2009,ID,3,4410679,,44555,44509,43497,42867,42453,43067,43286,43266,44218,45445,46894,47985,50097,52216,53347,54028,54902,55307,55990,58991,59797,58957,59114,61010,62706,62547,62213,62006,61314,60042,58225,56890,57081,56787,57514,57006,58162,59040,64378,64687,64468,62953,62072,64898,69062,72998,74611,71474,72586,71824,70108,70514,68663,67705,66963,64452,62174,60094,59320,59050,56799,57070,57671,46454,43962,43796,41588,38228,37079,34211,32420,31280,29917,29111,27654,26154,25993,24951,24440,22763,21201,19725,18355,16996,15747,14657,12879,11843,10294,8705,26351
59,BC,2010,ID,3,4465924,,44420,44892,44959,44014,43326,43031,43664,43900,43806,44758,46112,47552,48483,50566,53181,54469,55317,56063,56192,58155,60643,60884,59992,60722,62784,64419,63903,63508,63088,62438,61280,59112,57528,57667,57768,58293,57606,58775,59661,65267,65271,65158,63442,62350,65136,69113,72992,74590,71321,72845,71846,70068,70472,68557,67566,66771,64202,61899,59839,59047,58834,56564,56898,57681,46137,43644,43502,41262,37839,36751,33808,32006,30828,29386,28604,27016,25472,25240,24118,23511,21830,20188,18724,17308,15843,14581,13455,11601,10625,9152,28833
59,BC,2011,PD,3,4499139,,43635,44442,45106,45128,44511,43838,43648,44110,44356,44326,45324,46628,47860,49135,51250,54258,55912,56870,57294,58624,59404,60944,60869,60389,60859,62632,64044,63532,63483,63015,62966,61500,59288,57788,57682,58439,58649,57934,59152,60221,65414,65451,65328,63707,62768,65178,68949,72429,73843,71559,72851,71625,70158,70129,68389,67459,66340,63910,61514,59702,58837,58330,56471,56653,56382,46695,43563,42970,40825,37547,36180,33447,31615,30257,28886,28015,26333,24805,24348,23282,22547,20887,19197,17686,16217,14651,13375,12117,10431,9395,31447
59,BC,2012,PR,3,4542578,,43576,43740,44589,45294,45351,44831,44233,44019,44431,44684,44684,45708,46853,48109,49663,52090,55866,57470,58474,60824,61304,60740,62223,61962,61135,61060,62558,63797,63396,63396,63235,63287,61842,59576,58142,58191,58950,59090,58281,59507,60636,65815,65748,65648,64016,62901,65299,68985,72423,73851,71472,72718,71557,70058,70028,68312,67332,66255,63786,61384,59590,58665,58160,56293,56446,56077,46477,43292,42653,40448,37191,35752,32980,31079,29745,28323,27378,25649,24101,23532,22454,21650,19964,18244,16674,15150,13586,12255,10991,9381,34013
59,BC,2013,PR,3,4582607,,43989,43735,43923,44757,45515,45702,45231,44541,44304,44743,45042,44974,45901,47129,48649,50682,53695,57046,59074,61926,62885,62215,61495,63058,62244,61065,60896,62419,63544,63353,63490,63583,63522,61977,60021,58606,58482,59193,59367,58600,59802,60904,66044,65971,65822,64088,62865,65159,68881,72283,73689,71259,72533,71369,69888,69889,68198,67206,66171,63712,61340,59515,58562,58153,56199,56286,55925,46308,43145,42428,40160,36865,35376,32531,30654,29260,27789,26723,24981,23359,22741,21599,20720,18998,17233,15602,14071,12473,11146,9910,36249
59,BC,2014,PR,3,4638415,,43725,44332,44108,44290,45149,45978,46222,45760,44959,44743,45238,45479,45332,46376,47853,49987,52568,55251,59133,63341,64481,64506,63330,62772,63891,62944,61706,61282,62875,64139,64015,64301,64146,63878,62538,60705,59160,59020,59665,59807,59011,60220,61293,66537,66347,66136,64247,62965,65191,68944,72347,73682,71235,72534,71334,69817,69872,68151,67169,66112,63666,61264,59396,58481,58006,56005,56118,55721,46124,42909,42124,39795,36442,34879,32081,30144,28721,27170,26053,24260,22612,21921,20728,19765,17988,16165,14534,12959,11387,10090,38778
59,BC,2015,PP,3,4683139,,44276,44040,44733,44454,44698,45572,46502,46669,46156,45399,45222,45656,45860,45848,47209,49476,52100,54431,57652,63872,65487,65379,64875,63850,62774,63765,62893,61560,61250,63095,64394,64331,64664,64439,64318,63016,61126,59482,59266,60054,60174,59266,60493,61505,66682,66474,66227,64242,62955,65180,68875,72223,73633,71116,72421,71266,69694,69745,68020,67023,66000,63498,61051,59218,58251,57749,55728,55810,55401,45799,42547,41687,39288,35885,34318,31532,29550,28050,26466,25255,23479,21784,21022,19756,18698,16866,15043,13371,11814,10299,40867
